_action_text,_bill,_date,_id,_time,_type
"Referred to the Committee on Ways and Means, and in addition to the Committee on Financial Services, for a period to be subsequently determined by the Speaker, in each case for consideration of such provisions as fall within the jurisdiction of the committee concerned.",hr1957-116,2019-03-28,1,,IntroReferral
"Reported (Amended) by the Committee on Ways and Means. H. Rept. 116-39, Part I.",hr1957-116,2019-04-09,2,,Committee
Committee on Financial Services discharged.,hr1957-116,2019-04-09,3,,Discharge
"Placed on the Union Calendar, Calendar No. 19.",hr1957-116,2019-04-09,4,,Calendars
"Mr. Lewis moved to suspend the rules and pass the bill, as amended.",hr1957-116,2019-04-09,5,,Floor
Considered under suspension of the rules.,hr1957-116,2019-04-09,6,,Floor
DEBATE - The House proceeded with forty minutes of debate on H.R. 1957.,hr1957-116,2019-04-09,7,,Floor
"On motion to suspend the rules and pass the bill, as amended Agreed to by voice vote.",hr1957-116,2019-04-09,8,,Floor
Motion to reconsider laid on the table Agreed to without objection.,hr1957-116,2019-04-09,9,,Floor
Considered under suspension of the rules. (consideration: CR H3151-3166),hr1957-116,2019-04-09,10,,Floor
"On motion to suspend the rules and pass the bill, as amended Agreed to by voice vote. (text: CR H3151-3162)",hr1957-116,2019-04-09,11,,Floor
Received in the Senate.,hr1957-116,2019-04-10,12,,IntroReferral
Read the first time. Placed on Senate Legislative Calendar under Read the First Time.,hr1957-116,2019-04-11,13,,Calendars
Read the second time. Placed on Senate Legislative Calendar under General Orders. Calendar No. 75.,hr1957-116,2019-04-29,14,,Calendars
"Referred to the Committee on Foreign Affairs, and in addition to the Committee on Homeland Security, for a period to be subsequently determined by the Speaker, in each case for consideration of such provisions as fall within the jurisdiction of the committee concerned.",hr1958-116,2019-03-28,1,,IntroReferral
"Referred to the Subcommittee on Border Security, Facilitation, and Operations.",hr1958-116,2019-04-17,2,,Committee
Referred to the House Committee on Energy and Commerce.,hr1959-116,2019-03-28,1,,IntroReferral
"Referred to the Committee on Energy and Commerce, and in addition to the Committee on Ways and Means, for a period to be subsequently determined by the Speaker, in each case for consideration of such provisions as fall within the jurisdiction of the committee concerned.",hr1960-116,2019-03-28,1,,IntroReferral
Referred to the House Committee on Ways and Means.,hr1961-116,2019-03-28,1,,IntroReferral
Referred to the House Committee on Veterans' Affairs.,hr1962-116,2019-03-28,1,,IntroReferral
Referred to the House Committee on Veterans' Affairs.,hr1963-116,2019-03-28,1,,IntroReferral
Referred to the House Committee on Natural Resources.,hr1964-116,2019-03-28,1,,IntroReferral
Referred to the Subcommittee for Indigenous Peoples of the United States.,hr1964-116,2019-04-17,2,,Committee
Referred to the Subcommittee on Indigenous Peoples of the United States.,hr1964-116,2019-04-17,3,,Committee
Referred to the House Committee on Natural Resources.,hr1965-116,2019-03-28,1,,IntroReferral
"Referred to the Committee on Energy and Commerce, and in addition to the Committees on Armed Services, and Veterans' Affairs, for a period to be subsequently determined by the Speaker, in each case for consideration of such provisions as fall within the jurisdiction of the committee concerned.",hr1966-116,2019-03-28,1,,IntroReferral
Referred to the Subcommittee on Military Personnel.,hr1966-116,2019-03-29,2,,Committee
Referred to the House Committee on Ways and Means.,hr1967-116,2019-03-28,1,,IntroReferral
"Referred to the Committee on Financial Services, and in addition to the Committee on House Administration, for a period to be subsequently determined by the Speaker, in each case for consideration of such provisions as fall within the jurisdiction of the committee concerned.",hr1968-116,2019-03-28,1,,IntroReferral
"Referred to the Committee on Energy and Commerce, and in addition to the Committee on Ways and Means, for a period to be subsequently determined by the Speaker, in each case for consideration of such provisions as fall within the jurisdiction of the committee concerned.",hr1969-116,2019-03-28,1,,IntroReferral
Referred to the Subcommittee on Health.,hr1969-116,2019-03-28,2,,Committee
Referred to the.,hr1969-116,2019-03-28,3,,Committee
Referred to the Subcommittee on Health.,hr1970-116,2019-03-28,1,,Committee
"Referred to the Committee on Energy and Commerce, and in addition to the Committee on Ways and Means, for a period to be subsequently determined by the Speaker, in each case for consideration of such provisions as fall within the jurisdiction of the committee concerned.",hr1970-116,2019-03-28,2,,IntroReferral
Referred to the.,hr1970-116,2019-03-28,3,,Committee
Referred to the House Committee on Education and Labor.,hr1971-116,2019-03-28,1,,IntroReferral
Referred to the House Committee on Oversight and Reform.,hr1972-116,2019-03-28,1,,IntroReferral
Committee Consideration and Mark-up Session Held.,hr1972-116,2019-07-25,2,,Committee
Referred to the House Committee on Ways and Means.,hr1973-116,2019-03-28,1,,IntroReferral
Referred to the House Committee on Ways and Means.,hr1974-116,2019-03-28,1,,IntroReferral
"Referred to the Committee on Homeland Security, and in addition to the Committees on Energy and Commerce, and Oversight and Reform, for a period to be subsequently determined by the Speaker, in each case for consideration of such provisions as fall within the jurisdiction of the committee concerned.",hr1975-116,2019-03-28,1,,IntroReferral
"Referred to the Subcommittee on Cybersecurity, Infrastructure Protection, and Innovation.",hr1975-116,2019-04-18,2,,Committee
"Subcommittee on Cybersecurity, Infrastructure Protection, and Innovation Discharged.",hr1975-116,2019-09-25,3,,Committee
Committee Consideration and Mark-up Session Held.,hr1975-116,2019-09-25,4,,Committee
Ordered to be Reported (Amended) by Unanimous Consent.,hr1975-116,2019-09-25,5,,Committee
Referred to the House Committee on Natural Resources.,hr1976-116,2019-03-28,1,,IntroReferral
Referred to the Subcommittee on Energy and Mineral Resources.,hr1976-116,2019-04-18,2,,Committee
"Referred to the Subcommittee on Water, Oceans, and Wildlife.",hr1976-116,2019-04-18,3,,Committee
Subcommittee Hearings Held.,hr1976-116,2019-06-13,4,,Committee
Referred to the House Committee on Ways and Means.,hr1977-116,2019-03-28,1,,IntroReferral
Referred to the House Committee on Financial Services.,hr1978-116,2019-03-28,1,,IntroReferral
Referred to the House Committee on Natural Resources.,hr1979-116,2019-03-28,1,,IntroReferral
"Referred to the Subcommittee on Water, Oceans, and Wildlife.",hr1979-116,2019-04-18,2,,Committee
Subcommittee Hearings Held.,hr1979-116,2019-05-08,3,,Committee
"Referred to the Committee on House Administration, and in addition to the Committees on Natural Resources, and Transportation and Infrastructure, for a period to be subsequently determined by the Speaker, in each case for consideration of such provisions as fall within the jurisdiction of the committee concerned.",hr1980-116,2019-03-28,1,,IntroReferral
"Referred to the Subcommittee on Economic Development, Public Buildings, and Emergency Management.",hr1980-116,2019-03-29,2,,Committee
"Referred to the Subcommittee on National Parks, Forests, and Public Lands.",hr1980-116,2019-04-17,3,,Committee
"Motion to place bill on Consensus Calendar filed by Mrs. Maloney, Carolyn B..",hr1980-116,2019-09-11,4,,Calendars
Referred to the House Committee on Energy and Commerce.,hr1981-116,2019-03-28,1,,IntroReferral
"Referred to the Committee on Financial Services, and in addition to the Committee on the Budget, for a period to be subsequently determined by the Speaker, in each case for consideration of such provisions as fall within the jurisdiction of the committee concerned.",hr1982-116,2019-03-28,1,,IntroReferral
Referred to the House Committee on Appropriations.,hr1983-116,2019-03-28,1,,IntroReferral
Referred to the House Committee on Transportation and Infrastructure.,hr1984-116,2019-03-28,1,,IntroReferral
"Referred to the Subcommittee on Economic Development, Public Buildings, and Emergency Management.",hr1984-116,2019-03-29,2,,Committee
"Subcommittee on Economic Development, Public Buildings, and Emergency Management Discharged.",hr1984-116,2019-05-08,3,,Committee
Committee Consideration and Mark-up Session Held.,hr1984-116,2019-05-08,4,,Committee
Ordered to be Reported by Voice Vote.,hr1984-116,2019-05-08,5,,Committee
Reported by the Committee on Transportation and Infrastructure. H. Rept. 116-148.,hr1984-116,2019-07-11,6,,Committee
"Placed on the Union Calendar, Calendar No. 110.",hr1984-116,2019-07-11,7,,Calendars
Considered under suspension of the rules. (consideration: CR H7287-7289),hr1984-116,2019-07-24,8,,Floor
On motion to suspend the rules and pass the bill Agreed to by voice vote. (text: CR H7287-7288),hr1984-116,2019-07-24,9,,Floor
Mr. DeFazio moved to suspend the rules and pass the bill.,hr1984-116,2019-07-24,10,,Floor
Considered under suspension of the rules.,hr1984-116,2019-07-24,11,,Floor
DEBATE - The House proceeded with forty minutes of debate on H.R. 1984.,hr1984-116,2019-07-24,12,,Floor
On motion to suspend the rules and pass the bill Agreed to by voice vote.,hr1984-116,2019-07-24,13,,Floor
Motion to reconsider laid on the table Agreed to without objection.,hr1984-116,2019-07-24,14,,Floor
Received in the Senate and Read twice and referred to the Committee on Homeland Security and Governmental Affairs.,hr1984-116,2019-07-25,15,,IntroReferral
Referred to the House Committee on Ways and Means.,hr1985-116,2019-03-28,1,,IntroReferral
Referred to the House Committee on the Judiciary.,hr1986-116,2019-03-28,1,,IntroReferral
"Referred to the Subcommittee on Crime, Terrorism, and Homeland Security.",hr1986-116,2019-05-03,2,,Committee
Committee Consideration and Mark-up Session Held.,hr1986-116,2019-06-12,3,,Committee
Ordered to be Reported by Voice Vote.,hr1986-116,2019-06-12,4,,Committee
Reported by the Committee on Judiciary. H. Rept. 116-141.,hr1986-116,2019-07-09,5,,Committee
"Placed on the Union Calendar, Calendar No. 104.",hr1986-116,2019-07-09,6,,Calendars
Referred to the House Committee on Ways and Means.,hr1987-116,2019-03-28,1,,IntroReferral
"Referred to the Committee on Financial Services, and in addition to the Committee on Veterans' Affairs, for a period to be subsequently determined by the Speaker, in each case for consideration of such provisions as fall within the jurisdiction of the committee concerned.",hr1988-116,2019-03-28,1,,IntroReferral
Referred to the Subcommittee on Economic Opportunity.,hr1988-116,2019-05-01,2,,Committee
Subcommittee Consideration and Mark-up Session Held.,hr1988-116,2019-05-01,3,,Committee
Forwarded by Subcommittee to Full Committee by Voice Vote .,hr1988-116,2019-05-01,4,,Committee
Considered under suspension of the rules. (consideration: CR H5274-5276),hr1988-116,2019-07-09,5,,Floor
"On motion to suspend the rules and pass the bill, as amended Agreed to by voice vote. (text: CR H5274)",hr1988-116,2019-07-09,6,,Floor
"Reported (Amended) by the Committee on Veterans' Affairs. H. Rept. 116-138, Part I.",hr1988-116,2019-07-09,7,,Committee
"Ms. Waters moved to suspend the rules and pass the bill, as amended.",hr1988-116,2019-07-09,8,,Floor
Considered under suspension of the rules.,hr1988-116,2019-07-09,9,,Floor
DEBATE - The House proceeded with forty minutes of debate on H.R. 1988.,hr1988-116,2019-07-09,10,,Floor
"On motion to suspend the rules and pass the bill, as amended Agreed to by voice vote.",hr1988-116,2019-07-09,11,,Floor
Motion to reconsider laid on the table Agreed to without objection.,hr1988-116,2019-07-09,12,,Floor
Received in the Senate. Read twice. Placed on Senate Legislative Calendar under General Orders. Calendar No. 143.,hr1988-116,2019-07-10,13,,Calendars
Referred to the House Committee on the Judiciary.,hr1989-116,2019-03-28,1,,IntroReferral
Referred to the Subcommittee on Immigration and Citizenship.,hr1989-116,2019-05-03,2,,Committee
Referred to the House Committee on Natural Resources.,hr1990-116,2019-03-28,1,,IntroReferral
"Referred to the Subcommittee on National Parks, Forests, and Public Lands.",hr1990-116,2019-04-18,2,,Committee
Subcommittee Hearings Held.,hr1990-116,2019-04-29,3,,Committee
Subcommittee Hearings Held.,hr1990-116,2019-04-30,4,,Committee
Referred to the House Committee on the Judiciary.,hr1991-116,2019-03-28,1,,IntroReferral
Referred to the Subcommittee on Immigration and Citizenship.,hr1991-116,2019-04-12,2,,Committee
Referred to the House Committee on Ways and Means.,hr1992-116,2019-03-29,1,,IntroReferral
"Referred to the Committee on Education and Labor, and in addition to the Committee on Ways and Means, for a period to be subsequently determined by the Speaker, in each case for consideration of such provisions as fall within the jurisdiction of the committee concerned.",hr1993-116,2019-03-29,1,,IntroReferral
