"id","introduced","official_title","passed_house","passed_senate","session","short_title","top_subject","type","bill"
"hr3027-116","2019-01-24 00:05:00","To establish student loan borrowers' rights to basic consumer protections, reasonable and flexible repayment options, access to earned credentials, and effective loan cancellation in exchange for public service, and for other purposes.","False","False",116,"Student Loan Borrowers' Bill of Rights Act of 2019","Education","hr","hr3027-116"
"hr3032-116","2019-01-28 00:05:00","To posthumously award a Congressional gold medal to Maya Angelou in recognition of her achievements and contributions to American culture and the civil rights movement.","False","False",116,"Maya Angelou Congressional Gold Medal Act","Civil Rights and Liberties, Minority Issues","hr","hr3032-116"
"hr3034-116","2019-01-28 00:05:00","To amend title 10, United States Code, to authorize the Secretary of a military department to retain a reserve officer in a medical specialty beyond the date that such individual turns 68 years old, and for other purposes.","False","False",116,"Reserve Medical Officer Parity Act","Armed Forces and National Security","hr","hr3034-116"
"hr3035-116","2019-01-28 00:05:00","To amend the Federal Work-Study program to permit institutions of higher education to use their Federal work-study allocations for full-time, off-campus cooperative education and work-based learning.","False","False",116,"Classroom to Careers Act of 2019","Education","hr","hr3035-116"
"hr3037-116","2019-01-28 00:05:00","To amend the Internal Revenue Code of 1986 to provide a credit to employers for certain employee education and training expenses.","False","False",116,"Career Advancement through New Skills Act","Taxation","hr","hr3037-116"
"hr3038-116","2019-01-30 00:05:00","To establish an interagency working group to coordinate activities and develop policy guidance to protect federally funded research and development from foreign interference, and for other purposes.","False","False",116,"Securing American Science and Technology Act of 2019","Science, Technology, Communications","hr","hr3038-116"
"hr3041-116","2019-01-30 00:05:00","To amend title 10, United States Code, to require the inclusion of information regarding military installation resilience in master plans for major military installations, and for other purposes.","False","False",116,"Military Installation Resilience Assuredness Act","Armed Forces and National Security","hr","hr3041-116"
"hr3042-116","2019-01-30 00:05:00","To direct the Comptroller General of the United States to carry out a study on the security impact of sexually harassing behavior in United States nuclear weapons complex sites.","False","False",116,"To direct the Comptroller General of the United States to carry out a study on the security impact of sexually harassing behavior in United States nuclear weapons complex sites.","Armed Forces and National Security","hr","hr3042-116"
"hr3044-116","2019-01-30 00:05:00","To establish the Medical Device Sterilization Challenge, and for other purposes.","False","False",116,"Medical Device Sterilization Challenge Act of 2019","Health","hr","hr3044-116"
"hr3045-116","2019-01-30 00:05:00","To amend section 1065 of title 10, United States Code, as added by the John S. McCain National Defense Authorization Act for Fiscal Year 2019, to extend certain morale, welfare, and recreation privileges to Foreign Service officers on mandatory home leave.","False","False",116,"To amend section 1065 of title 10, United States Code, as added by the John S. McCain National Defense Authorization Act for Fiscal Year 2019, to extend certain morale, welfare, and recreation privileges to Foreign Service officers on mandatory home leave","Armed Forces and National Security","hr","hr3045-116"
"hr3046-116","2019-01-30 00:05:00","To amend title 10, United States Code, to authorize the Secretary of a military department to retain a reserve chaplain or reserve officer in a medical specialty beyond the date that such individual turns 68 years old.","False","False",116,"To amend title 10, United States Code, to authorize the Secretary of a military department to retain a reserve chaplain or reserve officer in a medical specialty beyond the date that such individual turns 68 years old.","Armed Forces and National Security","hr","hr3046-116"
"hr3047-116","2019-01-30 00:05:00","To provide support to Ukraine to defend its independence, sovereignty, and territorial integrity, and for other purposes.","False","False",116,"U.S- Ukraine Security Cooperation Enhancement Act","International Affairs","hr","hr3047-116"
"hr3049-116","2019-01-30 00:05:00","To ensure public disclosure of nutrition standards compliance by school food authorities, and for other purposes.","False","False",116,"School Nutrition Transparency for Healthy Kids Act of 2019","Education","hr","hr3049-116"
"hr3051-116","2019-01-30 00:05:00","To amend the Internal Revenue Code of 1986 to extend by 2 years the energy efficient commercial buildings deduction.","False","False",116,"Commercial, Low Emissions And Net Energy Reduction Buildings Act","Taxation","hr","hr3051-116"
"hr3053-116","2019-01-03 00:06:00","To amend title V of the Social Security Act to reauthorize the Personal Responsibility Education Program.","False","False",116,"To amend title V of the Social Security Act to reauthorize the Personal Responsibility Education Program.","Social Welfare","hr","hr3053-116"
"hr3054-116","2019-01-03 00:06:00","To amend title XIX of the Social Security Act to modify the reductions in Medicaid DSH allotments.","False","False",116,"DSH Cuts Delay Act of 2019","Health","hr","hr3054-116"
"hr3056-116","2019-01-03 00:06:00","To provide supplemental appropriations relating to border security, and for other purposes.","False","False",116,"Border Crisis Supplemental Appropriations Act, 2019","Immigration","hr","hr3056-116"
"hr3057-116","2019-01-03 00:06:00","To amend the SUPPORT for Patients and Communities Act to provide for immediate eligibility for former foster youth under Medicaid.","False","False",116,"Immediate Coverage for Former Foster Youth Act","Health","hr","hr3057-116"
"hr3058-116","2019-01-03 00:06:00","To direct the Secretary of Health and Human Services to carry out a program to address the health crisis of insufficient vaccinations, and for other purposes.","False","False",116,"VIP Act of 2019","Health","hr","hr3058-116"
"hr3059-116","2019-01-03 00:06:00","To amend title XIX of the Social Security Act and the SUPPORT for Patients and Communities Act to ensure health insurance coverage continuity for former foster youth.","False","False",116,"Expanded Coverage for Former Foster Youth Act","Health","hr","hr3059-116"
"hr3061-116","2019-01-03 00:06:00","To support the establishment or expansion and operation of programs using a network of public and private community entities to provide mentoring for children in foster care.","False","False",116,"Foster Youth Mentoring Act of 2019","Families","hr","hr3061-116"
"hr3062-116","2019-01-03 00:06:00","To repeal changes made by health care reform laws to the Medicare exception to the prohibition on certain physician referrals for hospitals, and for other purposes.","False","False",116,"Patient Access to Higher Quality Health Care Act of 2019","Health","hr","hr3062-116"
"hr3064-116","2019-01-03 00:06:00","To require a comprehensive, multilateral assessment of the military requirements of Baltic countries to deter and resist aggression by the Russian Federation, and for other purposes.","False","False",116,"Baltic Reassurance Act","International Affairs","hr","hr3064-116"
"hr3065-116","2019-01-03 00:06:00","To direct the Secretary of Defense to provide travel to Dover Air Force Base for family members of members of the Armed Forces who die outside of the United States but not in a theater of combat operations so the family may receive the remains of the deceased, and for other purposes.","False","False",116,"Fallen Heroes Family Travel Act of 2019","Armed Forces and National Security","hr","hr3065-116"
